;edit_history_tweet_ids;id;text;intent
236;['1622695097044443136'];1622695097044443136;"@LI_politic_guy Hello 👋!  I'm Lo-Fi beatmaker listen to my latest album. I will be very pleased if you like any track and subscribe to me on Spotify

#lofi #lofihiphop #music #aesthetic #hiphop #lofibeats #beats #vaporwave #lofiedits 

https://t.co/2riL3bz1U9";politic
237;['1622694721465290763'];1622694721465290752;"@LI_politic_guy Minneapolis has one of the most inhospitable climates, and it’s always getting worse due to global warming.
But for 3 weeks out of the year, it’s nice to bike";politic
238;['1622694713659650048'];1622694713659650048;@BuckmeisterCul @UniverseKristen Because they view Black representation as interchangeable and replaceable. Which is a sign of anti-Black politic they need to unlearn.;politic
239;['1622693819090354176'];1622693819090354176;@Chris_H_Politic @JulianCastro The inflation reduction act is the most bold climate bill in the entire world.;politic
240;['1622693448993148936'];1622693448993148928;RT @juliaDizhak: @just_irene_me @iocmedia when I was a kid I used to love https://t.co/zSaEut8QZb I will never, never watch it again. You s…;politic
241;['1622693314796609536'];1622693314796609536;@LI_politic_guy First free breakfast/lunch program for school kids.;politic
242;['1622692956015628300'];1622692956015628288;"@PacheduZW @ZECzim @DeptCommsZW 1) You are not a registered voter anywhere.
2) You call yourself ""we"" acting on behalf of who? Are you are legion.
3) How does ZEC respond to a faceless, address less ghost social media account.
4) Your motives are alien and don't resonate with the aspiration our body politic.";politic
243;['1622692902068490240'];1622692902068490240;RT @theericklouis: Y’all can argue the music was good but the same can be said for all the other artists in the category in ADDITION to the…;politic
244;['1622692496844197898'];1622692496844197888;@LI_politic_guy Reagan didn't like them;politic
245;['1622692461792399371'];1622692461792399360;"in the book by peter orzechowski, ""durch corona zur neuen weltordnung"", one also finds the planned migration""politic"", not just in DE, also in the US and elsewhere. a weakened people - b/c of migrants - does not pay attention to the doings of the government. is busy surviving";politic
246;['1622691846387339268'];1622691846387339264;@DeleMomodu Senior man...people like us don see ur mind way backkk...na funds wey u go take go dominate Ghana politic in d near future u dey find....with less regards to dis pix...u re not a sincere man.. n u are supporting anoda very very insincere man..I hail u all desame as a true hustler;politic
247;['1622691130289582081'];1622691130289582080;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
248;['1622691008856133647'];1622691008856133632;@just_irene_me @iocmedia when I was a kid I used to love https://t.co/zSaEut8QZb I will never, never watch it again. You support https://t.co/jhi8fN0BGc don’t care at all. Sport is outside politic, but your politic supports russian athletes!85% of them are military officers #BanRussianAthletes https://t.co/5A0i4aW6Ja;politic
249;['1622690757025927182'];1622690757025927168;@Uranium238051 It's not about politic,it's fucking times like this that show real people and monsters;politic
250;['1622690394629672971'];1622690394629672960;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
251;['1622688791197585413'];1622688791197585408;@My_Politic thanks!;politic
252;['1622688744741666817'];1622688744741666816;Fence built around Capitol ahead of State of Union to protect Congress, despite Dem claim walls ineffective https://t.co/mALjbGbufS  - @politic_talks #Politics #Political;politic
253;['1622688424657567744'];1622688424657567744;@Chris_H_Politic @CelticsJAM @JulianCastro You are just plain wrong. And you retweet Nina Turner so that’s gross.;politic
254;['1622687934322249740'];1622687934322249728;@My_Politic It’s my favorite;politic
255;['1622687813518135297'];1622687813518135296;"@azardey3 Christanity is anything they say it iis. 
Politic$ &amp; ✞religion have become rackets, not paragons of virtue &amp; altruism. https://t.co/v1J3MG9pik";politic
256;['1622687233663979520'];1622687233663979520;@Chris_H_Politic @JulianCastro You’re seeking perfection when I’m celebrating good. We have more to do but we’ve still done good things during this presidency;politic
257;['1622687137245302784'];1622687137245302784;5 burning questions from Congress on Biden's handling of China’s surveillance mission in US airspace https://t.co/7pHW65wmOl  - @politic_talks #Politics #Political;politic
258;['1622687026800693248'];1622687026800693248;@tobzid_ogrin Politic is a relationship not to kill. This why our country refuse to grow cos people like you hate truth. Must everyone keep fearing to die? Pls mind your speech here pls. Vote atiku cos his the truth;politic
259;['1622686640391979011'];1622686640391979008;@BorisJohnson You are going to be sliced carefully out of the body politic with scalpel like precision, and once removed like an almost metastasised cancer, you will promptly be bottled up and used only as a lesson to future students of history on how close this country came to total collapse.;politic
260;['1622686381431525377'];1622686381431525376;@books_rum cancer cells on the body politic;politic
261;['1622686076912472064'];1622686076912472064;@politic_animal I was just thinking about Marcia yesterday. Cats are a wily bunch!!  You never know…. 🐭;politic
262;['1622686056603652100'];1622686056603652096;@KaCurrie_45 Sometimes you don't have to ask what politic party they belong to.  I've rarely seen a better give away to being a democrat.;politic
263;['1622685994540535817'];1622685994540535808;@Tlingit_Cat @BLUEDOGDEM7 @LI_politic_guy What has this thread become 💀;politic
264;['1622685266048651284'];1622685266048651264;@Tlingit_Cat @LI_politic_guy I have to be careful.;politic
265;['1622684760333029379'];1622684760333029376;RT @HardingMike: Starmer won't go for PR so we'll have the same swing in politics for the foreseeable future. We need a sea change in our b…;politic
266;['1622684660986781696'];1622684660986781696;@thathskdk @LI_politic_guy Both downstate districts hold up to R+14;politic
267;['1622684267032547340'];1622684267032547328;@Tlingit_Cat @LI_politic_guy Disgusting that you threaten me with violence for standing against abortion.;politic
268;['1622683915830820866'];1622683915830820864;@Chris_H_Politic @JulianCastro I see you’re a squady. Y’all can all GFY. https://t.co/iAm8S3ZSQh;politic
269;['1622683712000299011'];1622683712000299008;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
270;['1622683421188190210'];1622683421188190208;"15/18 …we have been too tolerant, too gentle, at least as it is now.

That is universally felt all across my aisle, not simply among monoethnic Socialist factions and which has enabled those very factions to embed themselves into the body-politic.";politic
271;['1622683337977462784'];1622683337977462784;@Chris_H_Politic @JulianCastro The bill is stimulative and like it did help create jobs. He cut childhood poverty in half, The CHIPS and Science act, made the biggest green investment in the country's history, etc. You don't have to like Biden, but saying he has accomplished nothing is simply bullshit.;politic
272;['1622683317421150212'];1622683317421150208;"@William_E_Wolfe Christian Nationalism is a cancer, and will do to the body politic what cancers do to bodies. 

Also — cruelty never settles for just one target.";politic
273;['1622682795192590337'];1622682795192590336;@Tlingit_Cat @LI_politic_guy I will never shut up about how evil abortion is.;politic
274;['1622682778096570375'];1622682778096570368;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
275;['1622682327275954176'];1622682327275954176;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
276;['1622682321571962880'];1622682321571962880;"Is she out of politic yet?

No. Why? https://t.co/Ij8PDg2kKj";politic
277;['1622682286947803138'];1622682286947803136;@Chris_H_Politic @MiguelC50760531 @JulianCastro The IRA was twice as large as the New Deal when adjusted for inflation.;politic
278;['1622682214931783681'];1622682214931783680;RT @theericklouis: Y’all can argue the music was good but the same can be said for all the other artists in the category in ADDITION to the…;politic
279;['1622682176822337537'];1622682176822337536;White House won't say if Biden is concerned about potential spy flight intel in Beijing's hands https://t.co/8YGP0H7BI9  - @politic_talks #Politics #Political;politic
280;['1622681510607310849'];1622681510607310848;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
281;['1622681451681701889'];1622681451681701888;"@azardey3 Born-again batshit crazy...
Politic$ &amp; ✞religion have become rackets, not paragons of virtue &amp; altruism.
The following is why they can believe anything they waant to. Antinomian entitlement. https://t.co/YdgQ840kL6";politic
282;['1622681187520024577'];1622681187520024576;RT @theserfstv: If you want coverage of politic from a left-leaning show we're live now at https://t.co/VaJxuQXMAX 🫂;politic
283;['1622681016514056203'];1622681016514056192;RT @theericklouis: Y’all can argue the music was good but the same can be said for all the other artists in the category in ADDITION to the…;politic
284;['1622680694567874560'];1622680694567874560;If you want coverage of politic from a left-leaning show we're live now at https://t.co/VaJxuQXMAX 🫂;politic
285;['1622680569531469824'];1622680569531469824;"@Chris_H_Politic @bobiu52359 I’m actually interested in what you substantially have to say.

https://t.co/EfxBtpTgiY";politic
286;['1622680545560825857'];1622680545560825856;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
287;['1622680520185286666'];1622680520185286656;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
288;['1622680165129064477'];1622680165129064448;@Chris_H_Politic @JulianCastro It was pretty major infrastructure and climate bill. Also, economy doing very well, unemployment low, deficit coming down. In what universe is completely correcting the lunacy of Trump not a major deal? Oh. And saved democracy!;politic
289;['1622680133554343944'];1622680133554343936;Just admin you want Western Ukrainian territory. Hell grab your balls and take it. We already have 4 mil Ukranian leeching off from the Polish body-politic.;politic
290;['1622680106681397248'];1622680106681397248;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
291;['1622679751092768768'];1622679751092768768;"@Chris_H_Politic @demdemonz @JulianCastro What is the “right” way economically?

What policies would put us on the “right” path, in your opinion?";politic
292;['1622679707413057543'];1622679707413057536;@Chris_H_Politic @JulianCastro Inflation reduction act, lowest unemployment since 1969, falling inflation, falling gas prices.;politic
293;['1622679651263848456'];1622679651263848448;"RT @hdogsfan: @StephBral @hakosbaelz ""Please don't tell me that you're not a terminally online, politic-brained busybody.""";politic
294;['1622679589775441920'];1622679589775441920;@RichardBurgon They are letting down the sick and vulnerable of our society and you are encouraging this. Do you not see or hear the public. You and the strikers are responsible for potential death and suffering. You are playing with peoples lives for politic gain. Shame on you;politic
295;['1622679581864894470'];1622679581864894464;RT @theericklouis: Y’all can argue the music was good but the same can be said for all the other artists in the category in ADDITION to the…;politic
296;['1622679570527793155'];1622679570527793152;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
297;['1622679263811084289'];1622679263811084288;@Chris_H_Politic @bobiu52359 Famous for downplaying Democratic Party wins, yes.;politic
298;['1622678792379531264'];1622678792379531264;@LI_politic_guy itssss, well it is, thats all i can say;politic
299;['1622678372965908480'];1622678372965908480;@Constitution_94 That's politic for you sir, things change constantly just because we agree with you today it does not mean we must not criticize you tomorrow;politic
300;['1622678366988996618'];1622678366988996608;"Leaders around the world see blood in the water with Dementia ridden Biden in the W.H.along with his (CHECK A BOX) identity politic admin,In 2 short yrs the Taliban invaded AFGN Russia invaded Ukraine,retail is being overtaking by thugs &amp; now this.This didn’t happen with Trump. https://t.co/VB1rmuhiKW";politic
301;['1622678218473091073'];1622678218473091072;@LI_politic_guy Malcolm X I guess;politic
302;['1622678153020772367'];1622678153020772352;@LI_politic_guy Imagine if Lee Zeldin was the GOP nominee for 2024. Biden would be fucked lol;politic
303;['1622678145949134848'];1622678145949134848;@DanielaCambone Politic theater .;politic
304;['1622677564845133845'];1622677564845133824;@Roman_Baber My family left a communist country, but I have a diametrically opposed view to yours. You use your identity politic shamelessly in order to paint a misleadingly binary narrative that plays into your message. Your game is hollow Roman.;politic
305;['1622677531424919557'];1622677531424919552;RT @theericklouis: Y’all can argue the music was good but the same can be said for all the other artists in the category in ADDITION to the…;politic
306;['1622677409257644033'];1622677409257644032;@LI_politic_guy Imagine getting butthurt because someone attended a protest and didn’t commit violence. We literally have Cori Bush and Lucy McBath, both of whom participated in VIOLENT RIOTS in the House. Save your fake outrage lmfao.;politic
307;['1622677250859732992'];1622677250859732992;"Some people just blaming each others on this situation ,it's not only about politic ,it's already about relegion ,are one relegion Chatolic ,Moeslim ,Budhis ,Hindu or Cristian protestan teaching the people to against nation to nation ?are the relegion teach about racist &amp; hate ?!";politic
308;['1622676949498794009'];1622676949498793984;"RT @allthecitizens: Brexit, Russia, and many more? 
https://t.co/TXqk2F9ikb";politic
309;['1622676621181304838'];1622676621181304832;Why the hell there is still people talking about politics and shit this is a fucking real thing you guys won't understand anything if you don't live this situation so shut the fuck up you fucking  politic pigs.#TurkeyEarthquake;politic
310;['1622676232440582171'];1622676232440582144;@LI_politic_guy @whipaf @FleshToaster I know I'm blind as hell;politic
311;['1622676004194947094'];1622676004194947072;"Brexit, Russia, and many more? 
https://t.co/TXqk2F9ikb";politic
312;['1622675972486008833'];1622675972486008832;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
313;['1622675785483010049'];1622675785483010048;"@87MichaelM No, that literally isn't what antisemitism is.

Starter for 10 (hint : &lt;Ctrl-F&gt; politic) :
https://t.co/mYgn8gz1H0";politic
314;['1622675276160241677'];1622675276160241664;"@von_Bismack Coward or game player?
He actually outsmart them.
Politic is play with brain.";politic
315;['1622675255994220544'];1622675255994220544;Record number of Americans say they are worse off under Joe Biden: Poll https://t.co/6NZ53hfJfY  - @politic_talks #Politics #Political;politic
316;['1622674790975774752'];1622674790975774720;@Jacob_Rees_Mogg Sickening how a small cabal of right wing fanatics control the national narrative and decide on laws they have no mandate for. We need to get rid of this diseased body politic.;politic
317;['1622674339945488470'];1622674339945488384;@begl2 @thorstenbenner @chryslap Wtf! That means your help is for politic target than for humanity;politic
318;['1622673078948925440'];1622673078948925440;@socalpopulist @LI_politic_guy @MWPolitics101 Based hell?!;politic
319;['1622672803257360408'];1622672803257360384;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
320;['1622672422200647681'];1622672422200647680;"@Lirbuj @Dr_chazduke Mr man if politic is not a profession so there be SAN, 
In case you don't know Dogara control the green chamber 
Which chamber does he control?";politic
321;['1622672396120367105'];1622672396120367104;RT @theericklouis: Y’all can argue the music was good but the same can be said for all the other artists in the category in ADDITION to the…;politic
322;['1622672077399490560'];1622672077399490560;"Nicaragua: Another Priest Sentenced to 10 years in Prison 

According to a recent report, endorsed by the Inter-American Commission on Human Rights (IACHR), the number of politic...
https://t.co/VrH1GJiYMn
#LatinAmerica #Newsdeskinbox 
#bishop #CatholicNews #... https://t.co/UOn5VJypeo";politic
323;['1622671779780075539'];1622671779780075520;Im-Politic: No Easy Answers – At Best – for Reducing Gun Violence https://t.co/bS0LHSln4h;politic
324;['1622671606677135360'];1622671606677135360;@ReproJobs Aorta has incredible trainings on Uprooting White Supremacy and facilitating. @PeoplesHub_org has wonderful trainings on facilitating access-centered online gatherings, from trainings on tech to building a disability politic.;politic
325;['1622671527991812102'];1622671527991812096;RT @RuqiaBotan: “Fakes accent”? You can criticize the President for his politic but this is unprofessional and very personal attacks. You r…;politic
326;['1622671102408368130'];1622671102408368128;@iheoma_justine @DeeOneAyekooto Don't block him he doesn't have any level he just a stomach infrastructure who want to  survive from politic https://t.co/tJLVqx4FHJ;politic
327;['1622671083420655616'];1622671083420655616;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
328;['1622671048545116184'];1622671048545116160;"@Freyja1987 ahhh. glad nothing bad, but yeah, that’s a bummer. 

doubt his “punch down and burn it to the ground” voters imagined his admin would merely make even the worst of the neolib order seem mild and palatable after the exhaustion he caused the body politic.";politic
329;['1622670774313123840'];1622670774313123840;RT @jonlis1: After 7 years, Brexit is a lie so etched on the body politic that it seems to expose it would somehow take the whole establish…;politic
330;['1622670707023876096'];1622670707023876096;"Nicaragua: Another Priest Sentenced to 10 years in Prison 

According to a recent report, endorsed by the Inter-American Commission on Human Rights (IACHR), the number of politic...
https://t.co/RVyjJmpceU
#LatinAmerica #Newsdeskinbox 
#bishop #CatholicNews #... https://t.co/ZM29Zitypq";politic
331;['1622670558847721473'];1622670558847721472;@Chris_H_Politic @demdemonz @JulianCastro try following @WhiteHouse that tweets what those bills you call inconsequential actually do in reality.;politic
332;['1622669825167302658'];1622669825167302656;@ANCA_DC This tweet at this time is nothing but a joke. We are dealing with massive earthquake problem, lots of people dead/dying and you guyz just chasing politic bullshit. That tweet totally proved that you guyz (not all armenians, I mean anca society) are just bunch of racist assholes.;politic
333;['1622669666924609536'];1622669666924609536;RT @theericklouis: Y’all can argue the music was good but the same can be said for all the other artists in the category in ADDITION to the…;politic
334;['1622669427522117646'];1622669427522117632;@brobson_politic If you consider how automation is replacing millions of workers currently, eventually UBI will be necessary for everyone.;politic
335;['1622669175104708613'];1622669175104708608;“Fakes accent”? You can criticize the President for his politic but this is unprofessional and very personal attacks. You reminding me of Jamal Osman’s attacks on Farmaajo. 🤐 https://t.co/g1V4FpjWa5;politic
336;['1622669096931270689'];1622669096931270656;@KhawajaMAsif Astagfirulla !there was a nawaz in Pakistani politic but right now …? https://t.co/yKa1fJkwvt;politic
337;['1622668490015481874'];1622668490015481856;"@shaandelhite Its easy to criticise, likewise easy to talk hangy fangy against movie &amp; direction , story, plot, but to make a movie isn’t fucking easy,although critic didn’t even try to,same in politic &amp; political implications, Anurag sb be like that.politics is art with subject of science";politic
338;['1622668367608807424'];1622668367608807424;RT @fqadi: At times like these, a sniffer dog is 100 times worth than 100s politicians - there's only one politic under the rubble of an #e…;politic
339;['1622668114747064320'];1622668114747064320;@Chris_H_Politic @JulianCastro Inflation takes time to bring down. And Trump and the pandemic are the cause of it;politic
340;['1622667184584683520'];1622667184584683520;@S3mVatinGsQ9x8j @bongtran772 @myungse012 @hannispic it’s complicated cuz of what happened in the past :(  they have done barbaric things to our ancestors, so it’s really hard for us to stan hanni and njs. hope u understand :( politic is always sensitive and complicated 🥲;politic
341;['1622666584157483008'];1622666584157483008;Expert reveals biggest under-the-radar takeaway from Chinese spy flight crisis https://t.co/W0JhLrFwT2  - @politic_talks #Politics #Political;politic
342;['1622666576825831425'];1622666576825831424;White House won't say if Biden is concerned about potential spy flight intel in Beijing's hands https://t.co/LEI05S8AKA  - @politic_talks #Politics #Political;politic
343;['1622666201750020117'];1622666201750020096;Y’all can argue the music was good but the same can be said for all the other artists in the category in ADDITION to the conversations they started, the politic attached to the music, the pop cultural influence, etc.;politic
344;['1622665889307926540'];1622665889307926528;What's one unpopular opinion that you have? - Listen to VOICE reply! #MindfulMonday #AMA #Politic #policereform https://t.co/7Y7UezvOGz;politic
345;['1622665740217159681'];1622665740217159680;@LI_politic_guy i saw this coming after republicans sweeped many of the nassau county elections in 2021;politic
346;['1622665588450500630'];1622665588450500608;@BadSocialisms It would be the same, Bernie is like François Hollande in France - same capitalist imperialist politic as usual💩;politic
347;['1622665527624704027'];1622665527624704000;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
348;['1622664851444097025'];1622664851444097024;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
349;['1622664822507675660'];1622664822507675648;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
350;['1622664686398488576'];1622664686398488576;Rumored Senate candidate Elissa Slotkin announces divorce from husband after moving to home of lobbyist, donor https://t.co/gOUBL2GRKW  - @politic_talks #Politics #Political;politic
351;['1622664596464238594'];1622664596464238592;"I was bout to politic I’m kicc bacc &amp; relax";politic
352;['1622664028907610114'];1622664028907610112;"if ""identity politics"" means anything to me it's that people think identifying with a politic is the same thing as implementing it";politic
353;['1622663771574636544'];1622663771574636544;@brobson_politic @fifimurray2 And Racist.;politic
354;['1622663691488591873'];1622663691488591872;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
355;['1622663608390885384'];1622663608390885376;"@DVATW WHY??? 
It’s about our children!!!
Innocents ripped away right before our very eyes and forcing acceptance under the guise of education, religion, politic.";politic
356;['1622663575243300889'];1622663575243300864;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
357;['1622663221642514433'];1622663221642514432;@Chris_H_Politic @JulianCastro The infrastructure bill is significant. So is the chips bill.;politic
358;['1622662969615065088'];1622662969615065088;@MLP_officiel why how we trembled prudent inside politic . heart needs to change Now, if not when . what hell Europe union prosecutors investigating. this madness made by Narcissist. Why survive hatred inside europe union. Tortured for information. Necessity. 🥲;politic
359;['1622662913440854016'];1622662913440854016;"@chrismartenson Seems 2b indeed part of t necessary ToDo's 2generate a necessary Lost of Trust of an everpubescent naiv 1eyed citizanship into their selfchoosen politic.spirit.+medial parentship substitute
Soseen they're playin their role in this InitiationProcess consequently
Bravly😍BothEyesOn https://t.co/q7yKOx8peI";politic
360;['1622662880855486464'];1622662880855486464;@Chris_H_Politic @CelticsJAM @JulianCastro It's still a win. You can't always get everything. Recognizing that and moving forward is what Biden has done great at.;politic
361;['1622662879659827200'];1622662879659827200;@CNEWS why how we trembled prudent inside politic . heart needs to change Now, if not when . what hell Europe union prosecutors investigating. this madness made by Narcissist. Why survive hatred inside europe union. Tortured for information. Necessity. 🥲;politic
362;['1622662722931331073'];1622662722931331072;why how we trembled prudent inside politic . heart needs to change Now, if not when . what hell Europe union prosecutors investigating. this madness made by Narcissist. Why survive hatred inside europe union. Tortured for information. Necessity. 🥲;politic
363;['1622662244054999041'];1622662244054999040;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
364;['1622662237235159063'];1622662237235159040;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
365;['1622662203206688769'];1622662203206688768;"Brexit - Three Years On: The Lie So Etched on Britain’s Body Politics

Buzzwords may have changed ‘freeports’, ‘vaccine rollout’, ‘bold choices’ instead of ‘NHS’, ‘Turkey’, ‘take back control’ – but the fundamental dishonesty remains
@BylineTimes
@jonlis1 
https://t.co/DpIZo0BIFr";politic
366;['1622662194872688660'];1622662194872688640;*sigh* You oversee the booster politic in sweden and Belgium. Give it a bit more time..... https://t.co/By4ggaYE6E;politic
367;['1622662184772722688'];1622662184772722688;@TheLoneWolfSep unless the party politic hamper indy ?;politic
368;['1622661835609501698'];1622661835609501696;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
369;['1622661792999653376'];1622661792999653376;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
370;['1622661633104388108'];1622661633104388096;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
371;['1622661553676853255'];1622661553676853248;@LeaderMcConnell You  have no compassion for people, and it shows by the way you treat the American people quit trying to politic. you need to be replaced;politic
372;['1622661393072766977'];1622661393072766976;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
373;['1622661391508275200'];1622661391508275200;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
374;['1622661089304485902'];1622661089304485888;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
375;['1622660975404158976'];1622660975404158976;"@StephBral @hakosbaelz ""Please don't tell me that you're not a terminally online, politic-brained busybody.""";politic
376;['1622660918566871040'];1622660918566871040;"At times like these, a sniffer dog is 100 times worth than 100s politicians - there's only one politic under the rubble of an #earthquake: Rescue abd Save. 

(Photo of Chilean Rescue Dog, Flash, who helped detect signs of life under #BeirutExplosion rubble in summer 2020). https://t.co/KyrYTasMPj";politic
377;['1622660742184075269'];1622660742184075264;"@Chris_H_Politic @CelticsJAM @JulianCastro Ah yes the trump ""infrastructure week"" was so successful.
But Biden's bi-partisan infrastructure law actually making things happen is ""weak"".

https://t.co/SJScYij9D5";politic
378;['1622660544862855169'];1622660544862855168;"@DavMicRot It is really something how much of a dummy you are, employment is just back at it's normal u pseudo economist.
Your informations are totally partisan and anti-neutral. You're full of biaisis as long as it supports your candidates.

Politic is not football. It's a matter of truth.";politic
379;['1622660134152577025'];1622660134152577024;@hwngbinie1 @imxiaosimp We dont use wikipedia as a source to proves anything. I don’t fking care about your politic opinions anymore. Its seems like a dead ends and everyone in your country is brainwashed. Your country gov is a really good example of keeping the citizens dumbs so they cant fight back.;politic
380;['1622659709604864001'];1622659709604864000;@Funnell_Jamie8 I wonder if the case will involve politic or not;politic
381;['1622659405970800640'];1622659405970800640;RT @RobertCottoJr: Rebuilding an urban highway in the current system of racial capitalism is not inherently some sort of reparations or rec…;politic
382;['1622658387031851009'];1622658387031851008;@LI_politic_guy @the_poggy_doggy Yes it does, if people want to have a confederate statue up then they should be allowed to have them up.;politic
383;['1622658323307798529'];1622658323307798528;RT @Loriagne2: ‘Brexit – Three Years On: The Lie So Etched on Britain’s Body Politic’ – Byline Times https://t.co/jY4yVgj3Xu;politic
384;['1622657351084908563'];1622657351084908544;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
385;['1622657249972822021'];1622657249972822016;"Imagine if Bernie Sanders had run as the @GreenPartyUS nominee in 2016 when it became clear the DNC rigged the process.

Think about how different the country &amp; our body politic would be now. https://t.co/NRHudh99hB";politic
386;['1622657029583306752'];1622657029583306752;@Chris_H_Politic @JulianCastro Chris. Lol 🤦🏻‍♂️;politic
387;['1622656864218411008'];1622656864218411008;"@nathaliejacoby1 Yes But the insane religious Repulican culture would destroy him .
Sadly .
He is a Nature politic talent";politic
388;['1622656401167486978'];1622656401167486976;Two polls in 2 days shows Democrats want to ditch Biden in 2024 https://t.co/uMnIOEtirg  - @politic_talks #Politics #Political;politic
389;['1622656105141633024'];1622656105141633024;@AKaszon @StopAntisemites @HalieSoifer Trump alone, with his back-alley politic, killed quite a lot of Americans by himself and almost single-handed toppled U.S.A democracy ... I'd say it's quite the feat, won't you?;politic
390;['1622655876971794432'];1622655876971794432;"@Athenion3 bro so am I. There is more overlap than you'd think

Progressive ideas don't just naturally win, they win because they get normalized, and that process means that you need to present them in a way that is acceptable to the body politic.";politic
391;['1622655496753750036'];1622655496753750016;@MarxistRealism The way people talk about a casual sexual relationship like the last sentence of this tweet always makes me laugh too. Yesterday I saw someone questioning a 20 year old dating a 17 year old it's basically a meme politic at this point lol;politic
392;['1622655061229805588'];1622655061229805568;@polkhol_politic @south_observer @StopHindiInAP @blazzing_bud The hatred, is obviously a far extreme way to try bring the avg to pro telugu, cause then it will be doubly embarrassing if people lose telugu to hindi, atleast with english there is a use for the language.;politic
393;['1622654784204414990'];1622654784204414976;@polkhol_politic @south_observer @StopHindiInAP @blazzing_bud We need to, but all out money is being sent to the government and promote hindi. I think hindi has enough promotion, we need to promote telugu, cause most telugu speakers dont know the beauty and are losing it to english.;politic
394;['1622654437553737728'];1622654437553737728;Ja Morant making me not like him no mo‼️‼️ Like bro you in the NBA wit Millions 💰 .. you tryna politic and be a thug sit cho ass down somewhere Nigga 😭😭 and enjoy that Bag 💰👌;politic
395;['1622654393886834688'];1622654393886834688;Getting Satanic At The Grammys | Ep. 1662 https://t.co/8zuQV7EawC  - @politic_talks;politic
396;['1622654153871986688'];1622654153871986688;@RobShaw_BC Yes. I'll buy 10 for my cat-loving-politic-loving peoples in BC;politic
397;['1622653231603286016'];1622653231603286016;"@chrislhayes @WalterAppling Chris Hayes is right. Today's GOP has nothing positive to contribute to our national discourse. 

It's totally committed to sabotage. 

It wants to inflict as much pain as possible on our body politic, and place the blame for it on the Biden Administration.";politic
