;edit_history_tweet_ids;id;text;withheld;intent
237;['1623422881223802886'];1623422881223802880;"RT @StarLord35: @marxseventh Machiavelli’s Politic

What benefits the enemy, harms you; and what benefits you, harm the enemy. Whoever is m…";;politic
238;['1623422832695775233'];1623422832695775232;RT @2005Cookieboy: @LI_politic_guy I didn’t even know it had anything to do with trans-ness when I was younger, I just thought it was a fun…;;politic
239;['1623422759903670272'];1623422759903670272;@LI_politic_guy many such cases;;politic
240;['1623422681931726848'];1623422681931726848;White House dodges question on Biden's $250K line of credit against Delaware beach home amid scandals https://t.co/APdeFZi0DC  - @politic_talks #Politics #Political;;politic
241;['1623422638524620801'];1623422638524620800;@PiperPressMN @LIBURNIJA i'm not step into politic it's not for me but they gave real money for disable people before they said thru zus institution go to a job;;politic
242;['1623422605616205830'];1623422605616205824;"@marxseventh Machiavelli’s Politic

What benefits the enemy, harms you; and what benefits you, harm the enemy. Whoever is more vigilant in observing the designs of the enemy in war, and endures much hardship in training his army, will incur fewer dangers, and can have greater hope for victory";;politic
243;['1623422553870987264'];1623422553870987264;@LI_politic_guy I don't care if an adult wants to cut their own face off but you cannot make me believe that men are getting pregnant.;;politic
244;['1623422534212374532'];1623422534212374528;@Romandrew12 @LI_politic_guy Ah yes, gender, forever unchanging consistent through history. Ignore all the changes to gendered roles, or the existence of other genders outside a binary. They’re just acting in bad faith by presenting proof to my worldview!;;politic
245;['1623422401966125056'];1623422401966125056;@LI_politic_guy i became one of those ppl instead lol;;politic
246;['1623422315999506433'];1623422315999506432;"RT @HeliosRunner: WHAT THE ACTUAL FCK????

Forced to go on a full war (being prepared 18 months earlier) bc of a sentence !?
This guy is re…";;politic
247;['1623422257245700098'];1623422257245700096;@shadeslimy2 @DoodlinMcDraco @ireann15 @LI_politic_guy if someone identifies as a woman , you might as well refer to them as such .;;politic
248;['1623422236307734528'];1623422236307734528;RT @RuralLeftie98: @LI_politic_guy Glad I've never been overtly transphobic even as a kid;;politic
249;['1623422110919016448'];1623422110919016448;RT @L0CKERHEAD: @LI_politic_guy did anyone else go down the making those jokes to discovering that theyre trans pipeline or is that just me;;politic
250;['1623422091386036226'];1623422091386036224;@Faj873 @LI_politic_guy I mean for some it can be, just like how some people have to pretend EVEN HARDER to be their own gender with surgeries or hormones;;politic
251;['1623422031319515136'];1623422031319515136;@LI_politic_guy @JazzAllNighty5 I identify as an attack helicopter 😍😍💪💪;;politic
252;['1623421889334099968'];1623421889334099968;RT @ireann15: @LI_politic_guy I made these jokes... before realizing it was internalized transphobia;;politic
253;['1623421861467136001'];1623421861467136000;@LI_politic_guy Even if I wasn't this transphobic as a kid, I'm glad that I changed, become a better person, and have accepted Trans folk.;;politic
254;['1623421723969261569'];1623421723969261568;@avlanglican @Johnsonsjimbo @Ms_Politic @emilykmay @elli0xx No one said that;;politic
255;['1623421659167309829'];1623421659167309824;"@ROFL12329476755 @SongOfRebellion @LI_politic_guy better than having to make new accounts because you're getting suspended/banned for being a pos to people &lt;3";;politic
256;['1623421644680138752'];1623421644680138752;RT @RuralLeftie98: @LI_politic_guy Glad I've never been overtly transphobic even as a kid;;politic
257;['1623421549255577603'];1623421549255577600;"@TrumpIsACreep @IamXqzd @bennyjohnson Don’t know who milo is; not interessted in right- wing politic; as Stupid as left- wing to me🤓";;politic
258;['1623421518955806724'];1623421518955806720;RT @L0CKERHEAD: @LI_politic_guy did anyone else go down the making those jokes to discovering that theyre trans pipeline or is that just me;;politic
259;['1623421495958437893'];1623421495958437888;@Romandrew12 @LI_politic_guy Just remember these people think men can get pregnant.;;politic
260;['1623421402723520512'];1623421402723520512;@2005Cookieboy @LI_politic_guy BRUH SAME;;politic
261;['1623421355877191682'];1623421355877191680;@L0CKERHEAD @LI_politic_guy Yes, me;;politic
262;['1623421281931563012'];1623421281931563008;@RuralLeftie98 @LI_politic_guy Me too man;;politic
263;['1623421161718644738'];1623421161718644736;@LauraUlloa_CUN @alitomorenoc @LaydaSansores Tod@s l@s politic@s son un@s CORRUPT@S!!!! TOD@$$$$$;;politic
264;['1623421125274337282'];1623421125274337280;@SecretaryPete For the first time, I am feeling a little optimistic about Democrats, up close I remember some of your choices in 1990s politics, I was opposed to your  Politic or Democrats.Seems like tide has changed.;;politic
265;['1623421088352075776'];1623421088352075776;@Yumeneko_002 @2005Cookieboy @LI_politic_guy Fr I felt awful after 💀💀;;politic
266;['1623420940691406848'];1623420940691406848;RT @2005Cookieboy: @LI_politic_guy I didn’t even know it had anything to do with trans-ness when I was younger, I just thought it was a fun…;;politic
267;['1623420940418965504'];1623420940418965504;Rep. Omar denies that government wants to prevent parents from being involved in children's education https://t.co/SVkETxzZ9V  - @politic_talks #Politics #Political;;politic
268;['1623420821044858880'];1623420821044858880;RT @L0CKERHEAD: @LI_politic_guy did anyone else go down the making those jokes to discovering that theyre trans pipeline or is that just me;;politic
269;['1623420740803461123'];1623420740803461120;@LI_politic_guy I was a stupid kid and never even realized that it was making fun of trans people. Looking back I regret it.;;politic
270;['1623420714895245313'];1623420714895245312;Picture speaks: Nigeria this morning narrowed down to the hardship Nigerians are facing in the hand of the politic Al gladiators. https://t.co/bhsnYDpLmA;;politic
271;['1623420666744561670'];1623420666744561664;@LI_politic_guy 17 year old you is also an idjit. Bet.;;politic
272;['1623420265395900416'];1623420265395900416;"@LI_politic_guy I wasn't even mocking, I just thought ""gender is a social construct so saying I'm an attack helicopter is basically saying I don't conform to gender norms"". Wasn't even trying to be mean 🥲🥲";;politic
273;['1623420229954027521'];1623420229954027520;"@TrumpIsACreep @IamXqzd @bennyjohnson Dissertation? So how young? And if the other One did what you say; he’s as disqusting; I’m not about the politic; I’m about that grown ups gonna leave kids and youths the fuck alone! Do you know that youths are the number 1 rapevictim in the world? Fuck all bias politic.";;politic
274;['1623420148311785473'];1623420148311785472;"RT @HeliosRunner: WHAT THE ACTUAL FCK????

Forced to go on a full war (being prepared 18 months earlier) bc of a sentence !?
This guy is re…";;politic
275;['1623419829653843969'];1623419829653843968;I figure since Twitter is deprioritizing my Tweets these days anyway due to not having Blue, hardly anyone will see my politic tweets. So no need to turn the frequency down like I used to.;;politic
276;['1623419674124845056'];1623419674124845056;@waterdonuette @LI_politic_guy @LunchParade who was then??;;politic
277;['1623419650972286980'];1623419650972286976;@L0CKERHEAD @LI_politic_guy Yeah haha;;politic
278;['1623419391986610183'];1623419391986610176;check this out @BrentHostyn @Rosellecupo @harshada1603 @eamon_mcandrew @micahogugua @ed_politic @c0mfychair @rafsauer @aliproano https://t.co/tJXdC3wI0n;;politic
279;['1623419389721686016'];1623419389721686016;@Trollstoy88 Fake but quite right, I noticed IR teams didn't receive full free and secure access to Afrine and Minbej. Partners were intercoms blocked in Tk. So that's not west leak of will but Erdogan politic I suppose.;;politic
280;['1623419318087163910'];1623419318087163904;@Johnsonsjimbo @Ms_Politic @avlanglican @emilykmay @elli0xx Weird that your own source doesn’t show that;;politic
281;['1623419292791504896'];1623419292791504896;RT @RICHEY099: @LI_politic_guy Couldn’t relate more, I made fun of my little brother for making his Roblox character a boy when he was only…;;politic
282;['1623418960384335876'];1623418960384335872;@mama_kobold @EldritchAbomin4 @LI_politic_guy It’s safe to assume atp;;politic
283;['1623418939769294849'];1623418939769294848;"RT @LisaWritesPoems: 1606
Ben Johnson wrote a play
(Sir Politic Would-Be
and his wife
repeat what people say.)
""Pol"" became Polly
and then…";;politic
284;['1623418911835267072'];1623418911835267072;"RT @HeliosRunner: WHAT THE ACTUAL FCK????

Forced to go on a full war (being prepared 18 months earlier) bc of a sentence !?
This guy is re…";;politic
285;['1623418835033542656'];1623418835033542656;"@Ez_Peezy_ @LI_politic_guy It's funny because the same people who'd agree with him are the same people that support child beauty pageants, fought against outlawing child marriage, say nothing about the church, want to push back sex ed &amp; ergo prevent children from being able to identify sexual abuse, etc";;politic
286;['1623418792649924614'];1623418792649924608;@LI_politic_guy Tbf, I did this jokes without knowing it was to mock trans people and thinking there was actual people that did identify with objects, mithological beings and other species;;politic
287;['1623418766267760646'];1623418766267760640;"@Romandrew12 @LI_politic_guy You have a wojak picture as your pfp, you supposedly spread the word of Christ by being a hateful wallowing dickhead and you somehow made us realize that your train of thought has not evolved whatsoever since you were the ripe age of 12.
I feel sorry for your wife.";;politic
288;['1623418394916659202'];1623418394916659200;@LI_politic_guy I used to be the “it’s basic biology” until i actually read a biology book.;;politic
289;['1623418372615544832'];1623418372615544832;@LI_politic_guy @kodokuxxvevo I wish I could violently attack 12 year old me;;politic
290;['1623418270656126977'];1623418270656126976;"@LI_politic_guy taking the piss out of trans people for existing? not funny in the slightest

taking the piss out of transphobes for existing?? fucking hilarious i love it";;politic
291;['1623418238490009603'];1623418238490009600;@LI_politic_guy Real;;politic
292;['1623418199919276032'];1623418199919276032;@SongOfRebellion @LI_politic_guy You’re so easily brainwashed.;;politic
293;['1623418136757166082'];1623418136757166080;@LI_politic_guy I never made these jokes, not to be a good person, just because i thought it was so overdone and unfunny;;politic
294;['1623417900299157504'];1623417900299157504;@My_Politic great song on a great album;;politic
295;['1623417791440121857'];1623417791440121856;@L0CKERHEAD @LI_politic_guy that would be I lol;;politic
296;['1623417709462540292'];1623417709462540288;@DHSOffic1al @Romandrew12 @CurseHandsBand @LI_politic_guy Being diagnosed as mentally Ill and having gender dysphoria does not make you a woman lol. If you have a prostate you are not a woman;;politic
297;['1623417667636846595'];1623417667636846592;"RT @sax_banana: @LI_politic_guy A lot of us had the edgy ""offensive=funny"" phase. The fact that you cringe at your past self doing that mea…";;politic
298;['1623417645360902151'];1623417645360902144;@LI_politic_guy i was 11 when i first heard it, laughed about it, forgot about it for like 3 years and then felt guilty once i learned it was taking the piss out of trans people. i no longer feel guilty, now i just enjoy bashing people who still find it funny (transphobes . we should kill them);;politic
299;['1623417622615171074'];1623417622615171072;@LACEdaFlyFellow @Chris_H_Politic @demdemonz @JulianCastro Third parties have never got far is US politics, but now more than ever, with Citizens United and all the billions of dark money, only the Democrats can get anything done. Greens should work on grassroots and work on getting the glut of unlimited $ out of politics.;;politic
300;['1623417463433220098'];1623417463433220096;"@Chris_H_Politic @mc2mc5 @demdemonz @JulianCastro I didn’t make up the purity test, so called progressives did.

How do you make the case for Fetterman and not for Jeffries and/or Pelosi?

It’s not based on facts,
It’s based on rhetoric and tribalism.

https://t.co/aqow4nBlOu";;politic
301;['1623417168644677639'];1623417168644677632;@shinyemarald10 @LI_politic_guy The fact that you regret it shows growth. Good for you m. Progress is progress 👍🙂;;politic
302;['1623416899340992512'];1623416899340992512;@Faj873 @LI_politic_guy I wouldn't talk when my name is literally a single letter from fag.;;politic
303;['1623416808253292545'];1623416808253292544;@_fat_ugly_rat_ @LI_politic_guy Facts. I've been down there;;politic
304;['1623416737952587777'];1623416737952587776;@RickGodden I’m in politic science with a disability focus. Send help lol;;politic
305;['1623416695669895170'];1623416695669895168;RT @L0CKERHEAD: @LI_politic_guy did anyone else go down the making those jokes to discovering that theyre trans pipeline or is that just me;;politic
306;['1623416653815091200'];1623416653815091200;@LI_politic_guy For me it was from 16 to 19 but yeah pretty much;;politic
307;['1623416474852368384'];1623416474852368384;@SongOfRebellion @LI_politic_guy you don’t have any sex do you;;politic
308;['1623416368287842305'];1623416368287842304;@SongOfRebellion @LI_politic_guy Educate yourself https://t.co/Q1Vqud8DD6;;politic
309;['1623416345458249728'];1623416345458249728;@HyunWdong741 @LI_politic_guy @RuralLeftie98 W to W communication https://t.co/ivmNx6q3Mt;;politic
310;['1623416282111684610'];1623416282111684608;"@LI_politic_guy On the other hand, do you think anybody would unironically identify as an attack helicopter

In the modern status of our society I really wouldn't be surprised.";;politic
311;['1623416147554217984'];1623416147554217984;@SongOfRebellion @m1_2t @LI_politic_guy You’re here to be wrong, we get it;;politic
312;['1623415915042971648'];1623415915042971648;Boebert introduces ELON Act to require DOJ report on money going to social media companies https://t.co/bXYI6E8a2T  - @politic_talks #Politics #Political;;politic
313;['1623415908134981633'];1623415908134981632;Biden doubles down on Social Security attack on Republicans, brings props https://t.co/AQ4XG8bhuM  - @politic_talks #Politics #Political;;politic
314;['1623415901080141824'];1623415901080141824;Twitter House hearing room abruptly loses power, halting hearing https://t.co/ZSeVFp3W0X  - @politic_talks #Politics #Political;;politic
315;['1623415776215461895'];1623415776215461888;RT @L0CKERHEAD: @LI_politic_guy did anyone else go down the making those jokes to discovering that theyre trans pipeline or is that just me;;politic
316;['1623415742275133441'];1623415742275133440;@My_Politic Definitely my favorite on the album.;;politic
317;['1623415655683833858'];1623415655683833856;"@LI_politic_guy I didn’t care what jokes I made back then and I still don’t. 
I don’t make the jokes anymore cause they aren’t that funny no more.";;politic
318;['1623415526671241219'];1623415526671241216;"@Twitter @elonmusk  Could we buy better filters? Regex captures &amp; successive conditional filters in searches?  Same searches filtered by emotional content &amp; neutral sourced history or current event  facts. Then add search returns w/ veracity indexes color coded by politic &amp; region. Cost?";;politic
319;['1623415392038432769'];1623415392038432768;@shinyemarald10 @LI_politic_guy Me too. But we grew and learned. We're better people now thanks to that.;;politic
320;['1623415377559719936'];1623415377559719936;@Chris_H_Politic @mc2mc5 @demdemonz @JulianCastro Pretending  that actual progress should be sneered at as mere “tweaks” without showing a feasible path to accomplishing the “transformation” you idolise can never lead to a productive discussion;;politic
321;['1623415360266375169'];1623415360266375168;RT @RealDaveCares4u: They say Dave you don’t have a power to do anything but vote! I say well we can vote, just not every four years but li…;;politic
322;['1623415182520377344'];1623415182520377344;@giladby @joe_politic @amasad The point I'm making is that for AGI to be human-like it must have some level of motivation. When you think about a model vectorizing parameters tell me where the motivation comes from?;;politic
323;['1623415156637302785'];1623415156637302784;#BadBatch Fucking space politic let fucking go;;politic
324;['1623415037703630849'];1623415037703630848;@DanielRegha When fela mama dey do politic P-square papa they beg for anambra to feed the ungrateful twins, you can't compare this two family.. kuti family are great from generation to generation..who know okoye family?;;politic
325;['1623414895176978432'];1623414895176978432;@dookieRuntz @SongOfRebellion @LI_politic_guy Don’t care + didn’t ask + frolicking + being silly + cope;;politic
326;['1623414885542395910'];1623414885542395904;Politic Activist   English Version https://t.co/vhf4PFivCE via @YouTube;;politic
327;['1623414746069323779'];1623414746069323776;My Politic Programs   English Version https://t.co/ON85HIwvHw via @YouTube;;politic
328;['1623414745595346944'];1623414745595346944;@16Andyyx @DoodlinMcDraco @ireann15 @LI_politic_guy Woman is the female sex class for humans;;politic
329;['1623414659498799111'];1623414659498799104;@ireann15 @shadeslimy2 @DoodlinMcDraco @LI_politic_guy frr , the denial goes hard;;politic
330;['1623414648807772160'];1623414648807772160;"@Chris_H_Politic @mc2mc5 @demdemonz @JulianCastro I’m not “upset”.

I’m making a case that you CANNOT claim Fetterman as a “progressive” yet reject Jeffries.

To even pretend he ran/won as one is to suggest that PA dems swung “progressive” by 21-31 pts in 2 years—depending on whether you also gatekeep Kenyatta out of the label. https://t.co/B9wbLbN5i0";;politic
331;['1623414619934015489'];1623414619934015488;@LI_politic_guy I identify as an attack helicopter;;politic
332;['1623414466250522624'];1623414466250522624;@shadeslimy2 @DoodlinMcDraco @ireann15 @LI_politic_guy me when I don't know how to differenciate gender and sex:;;politic
333;['1623414444226412544'];1623414444226412544;@Faj873 @LI_politic_guy so close Faj;;politic
334;['1623414355323940867'];1623414355323940864;"Georgia, did you vote for this hillbilly ignoramus? 
@GovKemp @SenOssoff @ReverendWarnock #MTGreen is a cancer on the body politic. https://t.co/pjQHieoGFw";;politic
335;['1623414191951425537'];1623414191951425536;United States: Fellow-citizens of champions that body politic is to form the Reich in the ideal of the life was treated with;;politic
336;['1623414138885267457'];1623414138885267456;@Meme_murf @alphathicc_crew @LI_politic_guy @DonizeteHeron bruh.;;politic
337;['1623414113476177920'];1623414113476177920;"@LI_politic_guy Same with the furry fandom

People continuously label them as zoophiles and pedos

When in reality 90% of the fandom is just people trying to be comfortable with themselves, and then you have people who put a bad taste by actually being zoos or pedos";;politic
338;['1623414009293639686'];1623414009293639680;White House balks at shooting down more Chinese spy flights: 'Can't get into hypotheticals' https://t.co/VUZRC7e56V  - @politic_talks #Politics #Political;;politic
339;['1623413797439569920'];1623413797439569920;@SongOfRebellion @LI_politic_guy i pray that you mother never loves you or calls you. i wish that when you are wanting kindness no one’s gives it to you https://t.co/K7xwQNDtP8;;politic
340;['1623413662793834503'];1623413662793834496;RT @L0CKERHEAD: @LI_politic_guy did anyone else go down the making those jokes to discovering that theyre trans pipeline or is that just me;;politic
341;['1623413024638881798'];1623413024638881792;@LI_politic_guy I wanted to be both genders when I was 12 because I was sick of people saying because I'm a girl I can't like certain things;;politic
342;['1623412733202022401'];1623412733202022400;@LI_politic_guy me except i fully became the they/them in question;;politic
343;['1623412620593369089'];1623412620593369088;RT @suicideasuicide: @LI_politic_guy Good reminder that a lot of the edge lords you run across online are literal children and to not take…;;politic
344;['1623412549164359680'];1623412549164359680;@Aliceh_1936 @brobson_politic And you are economically illiterate;;politic
345;['1623412535599964162'];1623412535599964160;@politic_talks Bill Gates and John Kerry saying that they have no choice but to fly on private jets to combat climate change is akin to Joe Biden bombing Nordstream 2 to prevent climate change... sigh...;;politic
346;['1623412449113145345'];1623412449113145344;"@ComradeCena99 @BigMan_PigMan1 @PoliticsLs &gt;Doesn't understand basic wartime politic
&gt;""Communist Libertarian"" in bio
Math checks out";;politic
347;['1623412364396871680'];1623412364396871680;Conservative entrepreneur and 'anti-woke' crusader visits New Hampshire as part of 2024 ‘listening tour’ https://t.co/rVBR92k32y  - @politic_talks #Politics #Political;;politic
348;['1623412336953368576'];1623412336953368576;@SongOfRebellion @LI_politic_guy nobody brought children into it;;politic
349;['1623412302212104192'];1623412302212104192;@LI_politic_guy Very large LGBT community and it’s super touristy;;politic
350;['1623412286663663628'];1623412286663663616;RT @RuralLeftie98: @LI_politic_guy Glad I've never been overtly transphobic even as a kid;;politic
351;['1623412085995499520'];1623412085995499520;@LACEdaFlyFellow @Chris_H_Politic @demdemonz @JulianCastro Similar to 2016 when Bernie got similar minority numbers.;;politic
352;['1623411971067346944'];1623411971067346944;RT @politic_talks: Bill Gates' defense of flying private echoes John Kerry excuse for jet-setting around world https://t.co/ymnHSSNWSc  - @…;;politic
353;['1623411940033810432'];1623411940033810432;"@LI_politic_guy @LunchParade Yeah sure the attack helicopter stuff was cringe, but the ""people who just wanted to be comfortable"" weren't the ones being mocked by it.";;politic
354;['1623411892772298752'];1623411892772298752;RT @L0CKERHEAD: @LI_politic_guy did anyone else go down the making those jokes to discovering that theyre trans pipeline or is that just me;;politic
355;['1623411564937355264'];1623411564937355264;RT @L0CKERHEAD: @LI_politic_guy did anyone else go down the making those jokes to discovering that theyre trans pipeline or is that just me;;politic
356;['1623411410284806144'];1623411410284806144;"Another joke of the day! 

It’s without doubt , Funke Akindele had over watched “Madam Salami” roles in the film #KingofBoys !

But!! Frankly Speaking, Politic Na Bastard!! https://t.co/Fmls05dvSC";;politic
357;['1623411223068053505'];1623411223068053504;RT @L0CKERHEAD: @LI_politic_guy did anyone else go down the making those jokes to discovering that theyre trans pipeline or is that just me;;politic
358;['1623411179447107586'];1623411179447107584;@L0CKERHEAD @LI_politic_guy well... i have news for you;;politic
359;['1623411156911112195'];1623411156911112192;@LI_politic_guy i didn’t know that was transphobic i just thought “haha attack helicopter so fly”;;politic
360;['1623411029999775750'];1623411029999775744;@LBCI_NEWS I really feel bad for Ahmad Al keir he’s really when comes to politic #stupid;;politic
361;['1623410980679036932'];1623410980679036928;@MongersPodcast Nelson and Emma, the sexual politic and hypocrisies of the Georgian and Regency world, Gillray and the art of the caricature, and a bucket load of scandalous fun!    Including Sir Richard Worse-Than-Sly and his wife's bottom ! (It was Worseley) https://t.co/DX6NsnipJQ;;politic
362;['1623410821190545409'];1623410821190545408;"@LI_politic_guy Me at 13: NB people are faking it there's only two genders
Me, 19, non-binary: https://t.co/MeZeYyNGB5";;politic
363;['1623410596292235264'];1623410596292235264;RT @L0CKERHEAD: @LI_politic_guy did anyone else go down the making those jokes to discovering that theyre trans pipeline or is that just me;;politic
364;['1623410595864403968'];1623410595864403968;Bomb threat results in evacuation during Alex Murdaugh’s double murder trial https://t.co/beZ824mbvG  - @politic_talks #politics #politic;;politic
365;['1623410540113543171'];1623410540113543168;@SongOfRebellion @LI_politic_guy bros incredibly stupid;;politic
366;['1623410474242158592'];1623410474242158592;Please still be my friend although we have to compete each other in future because of something seperate us differently (company, business, politic, ideology, etc);;politic
367;['1623410316028833793'];1623410316028833792;@L0CKERHEAD @LI_politic_guy That’s me;;politic
368;['1623410235284267008'];1623410235284267008;@MillerStanIL @LI_politic_guy Fair point. It’s like an ancient Greek punishment, he’s only allowed to be funny when he doesn’t want to be;;politic
369;['1623410214371495937'];1623410214371495936;@Faj873 @LI_politic_guy Gender is a social construct we’re all pretending to be a gender;;politic
370;['1623410207299608581'];1623410207299608576;@WeSmokinVon @Shootcci @LI_politic_guy @DHSOffic1al @Romandrew12 @CurseHandsBand its funny because it doesnt happen or if it does, extremely rarely happens;;politic
371;['1623409766465966081'];1623409766465966080;@LI_politic_guy Like same ages too;;politic
372;['1623409687197622273'];1623409687197622272;@SongOfRebellion @LI_politic_guy You just want to protect the children so you can groom them;;politic
373;['1623409680109142016'];1623409680109142016;@LI_politic_guy Literally me;;politic
374;['1623409645384761344'];1623409645384761344;@LI_politic_guy Naw that’s real;;politic
375;['1623409512341446656'];1623409512341446656;"RT @sax_banana: @LI_politic_guy A lot of us had the edgy ""offensive=funny"" phase. The fact that you cringe at your past self doing that mea…";;politic
376;['1623409436034494469'];1623409436034494464;@EddieWa29872179 @brobson_politic You sound like Albo and the ALP blaming everyone but themselves;;politic
377;['1623409430946807808'];1623409430946807808;@L0CKERHEAD @LI_politic_guy No lol i think the ones who went down that pipeline just prove that being chronically online is bad for you lmao;;politic
378;['1623409407966191616'];1623409407966191616;@LI_politic_guy Shut;;politic
379;['1623409384918249472'];1623409384918249472;@Basilbia @LI_politic_guy Im proud of you;;politic
380;['1623409321231937549'];1623409321231937536;@SamuelDecoske @SongOfRebellion @LI_politic_guy of course we've got a whole secret operation and stuff under us we got this 😭;;politic
381;['1623408880175702017'];1623408880175702016;@L0CKERHEAD @LI_politic_guy yeah 😭;;politic
382;['1623408824144232448'];1623408824144232448;@L0CKERHEAD @LI_politic_guy hi guys hi guys hi guys;;politic
383;['1623408786894651393'];1623408786894651392;all while  the  g--politic' ,and soul  in both  yonder in  St.Anne,y Mrs.Ches #银行卡身份证#手机号查人  * https://t.co/43qFoR0HID;;politic
384;['1623408769991340037'];1623408769991340032;@Noah29818881 @SongOfRebellion @LI_politic_guy Bold of you to assume this moron knows what that means.;;politic
385;['1623408762995474433'];1623408762995474432;@shinyemarald10 @LI_politic_guy same, i still feel guilty for all the shit i said back then;;politic
386;['1623408704652709888'];1623408704652709888;"@pravda_eng Apparently 8 years warning isn't enough time for these old folks to tie their shoes for the race.
MH-17?
2014?

German body politic suffers from collective dementia.";;politic
387;['1623408482232766469'];1623408482232766464;@ByronDonalds I REALLY RESPECT YOU THINK YOUR A GOOD MAN BUT CAN ANYBODY PLEASE TELL ME WHY A  RADICAL MORON LIKE AOC IS NOT KICKED OUT OF OFFICE I KNOW MORONS ELECTED HER BUT SHE IS   NOTHING BUT A  PATHETIC BARTTENDER AND PEOPLE LIKE HER AND OMAR  JUST NEED TO BE OUT OF POLITIC;;politic
388;['1623408412175245317'];1623408412175245312;@SongOfRebellion @LI_politic_guy You look like the reason the FBI has watchlists;;politic
389;['1623408356844085256'];1623408356844085248;Argentina politic WC 1978 and Juve doped Champions 2986 https://t.co/llpfAq0FuR;;politic
390;['1623408280780390406'];1623408280780390400;@SongOfRebellion @LI_politic_guy You identify as a guy, yeah? What if I started referring to you as female, and telling you you were wrong for being a man. All you have to do to accommodate these people is be a decent fucking human being, but it seems like you can’t even manage that. Sad.;;politic
391;['1623408268046376964'];1623408268046376960;@MMeow416 @LI_politic_guy It’s thinking like liking that porn post on Twitter that he is accidentally funny;;politic
392;['1623408082327072768'];1623408082327072768;@MillerStanIL @LI_politic_guy I feel like he’s always trying out punchlines that fall flat;;politic
393;['1623408072784740352'];1623408072784740352;RT @farai: @HagarChemali -- you are a rockstar. I want you to be one of the hosts of Our Body Politic. As I've mentioned to many people, in…;;politic
394;['1623407846577647616'];1623407846577647616;@MMeow416 @LI_politic_guy He doesn’t want to be funny but he ends up being funny sometimes;;politic
395;['1623407810699579392'];1623407810699579392;@RX80080 @suicideasuicide @LI_politic_guy The above still applies;;politic
396;['1623407785319841794'];1623407785319841792;@Gerashchenko_en @BBC_ua @ZelenskyyUa Past Zelensky career make him perfect to his self promotion. He does always the perfect act in the right time without be too much serious or sad or friendly. And probably since he is not a career-politic helps too! These moments will go in the history of him!;;politic
397;['1623407753707364359'];1623407753707364352;"RT @literarybase: /LT THE POPPY WAR SERIES: -based on true historical events
-platonic soulmates
-ambitious strong female mc
-corruption, p…";;politic
398;['1623407690834923520'];1623407690834923520;@LI_politic_guy @MillerStanIL Cruz is literally at the opposite of both;;politic
399;['1623407650888114179'];1623407650888114176;@LI_politic_guy ok. do you want brownie points?;;politic
400;['1623407628800909312'];1623407628800909312;"@highbrow_nobrow Such is the state of the body politic in America.
MTG 's behavior is textbook grooming; it will challenge the  future.";;politic
401;['1623407589294841858'];1623407589294841856;@HeadIsEmpty_lol @LI_politic_guy @SongOfRebellion never let him cook again;;politic
402;['1623407278668881925'];1623407278668881920;@Romandrew12 @2sp00kE @CurseHandsBand @LI_politic_guy You don’t know what gaslighting is. Also yes lying can be kindness. If someone has a bad hair-do, you can be honest and say “damn your hair looks like a rats nest” but that is rude. Saying “your hair looks nice” would be the kind thing to say even if it “denies reality”;;politic
403;['1623407213644599296'];1623407213644599296;@Ethanfracisco @Chris_H_Politic Progressives, my ass. They sometimes say the right things, but, when push comes to shove, when it comes to actually voting for progressive causes, they all meekly kowtow to, and fall in line with, the Dem establishment.;;politic
404;['1623407209635012609'];1623407209635012608;Jean-Pierre v Sanders: Current, former WH press secretaries battle over Biden’s SOTU https://t.co/ceIuSU1sXs  - @politic_talks #Politics #Political;;politic
405;['1623407087765291008'];1623407087765291008;"@VegasWeedTerry 
Peace God
Let’s politic

 https://t.co/uZC5et3hGC";{'copyright': False, 'country_codes': ['AE']};politic
406;['1623406954495328257'];1623406954495328256;@SongOfRebellion @LI_politic_guy peter work at freddy movie https://t.co/kMml7Bd155;;politic
407;['1623406880750989314'];1623406880750989312;"RT @TPaineWeNeedYou: @FrankMikeDavis1 ""25 years of Faux and Christo-fascist indoctrination has taken a huge toll and the body politic has b…";;politic
408;['1623406535165595649'];1623406535165595648;"RT @pmln_swl: Fitna khan nayizi is doing dirty politic's to destabilize pakistan! Bankrupt  it &amp; spread chaos!
#پاکستان_دشمن_فتنہ";;politic
409;['1623406462092312585'];1623406462092312576;@Romandrew12 @LI_politic_guy Reality is subjective. If we look at science, gender is a social construct influenced by physical biological characteristics. Also nobody is gaslighting you.;;politic
410;['1623406179794972675'];1623406179794972672;@Xephyrtv @Dripiroth @SongOfRebellion @m1_2t @LI_politic_guy I’m going to clown collage for a reason;;politic
411;['1623405980791762946'];1623405980791762944;@LI_politic_guy Why should I accept someone's imaginated gender when they can't accept their own gender?;;politic
412;['1623405873048481792'];1623405873048481792;@omarAlshogre @syrianetf its not the right time to talk about politic , just try to be humains for once in your life people , it is free !;;politic
413;['1623405758795640833'];1623405758795640832;@L0CKERHEAD @LI_politic_guy That happened to me and I feel like such an ass for it;;politic
414;['1623405703183335425'];1623405703183335424;@dookieRuntz @Vap0rBat @SongOfRebellion @LI_politic_guy transgender people are using manipulation and lies to perverse the true holy nature of the human mind with their filthy sinful illogical ways 😮😮 shut the fuck up and develop past a third grade understanding of basic shit;;politic
